fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance_km,pickup_hour,pickup_dayofweek,pickup_month,pickup_day,peak_hour,pickup_day_name
24,2014-12-27 14:26:00+00:00,-73.870935,40.773815,-73.967167,40.713195,1,10.54332045,14,5,12,27,0,Saturday
15,2013-04-23 11:05:00+00:00,-73.98761,40.743925,-73.959517,40.77724,6,4.395618793,11,1,4,23,0,Tuesday
5,2015-03-20 13:30:37+00:00,-73.98213959,40.77383804,-73.98104858,40.76776886,2,0.681087499,13,4,3,20,0,Friday
4.5,2009-03-29 14:54:24+00:00,-73.983668,40.749782,-73.990703,40.745846,3,0.736721652,14,6,3,29,0,Sunday
4.5,2013-04-12 14:17:12+00:00,-73.986118,40.759103,-73.989578,40.754188,1,0.619370806,14,4,4,12,0,Friday
7.3,2010-10-10 17:34:00+00:00,-73.974045,40.763555,-73.984027,40.744105,3,2.320433147,17,6,10,10,1,Sunday
8.9,2011-05-28 23:12:38+00:00,-73.987118,40.729497,-74.004395,40.707328,1,2.862993679,23,5,5,28,0,Saturday
34,2013-02-20 06:53:00+00:00,-73.948587,40.678317,-73.77652,40.645177,1,14.97419265,6,2,2,20,0,Wednesday
8,2012-12-19 10:04:00+00:00,-73.9924,40.749255,-73.98197,40.758825,1,1.379935218,10,2,12,19,0,Wednesday
6,2015-06-18 13:58:54+00:00,-73.97627258,40.79124069,-73.97963715,40.77780533,1,1.520563757,13,3,6,18,0,Thursday
5.7,2009-12-11 12:11:00+00:00,-74.00848,40.720262,-74.003445,40.73875,2,2.09909487,12,4,12,11,0,Friday
5.3,2010-02-11 09:04:59+00:00,-74.00468,40.730496,-74.002427,40.716698,1,1.545970472,9,3,2,11,1,Thursday
12.1,2011-11-03 03:37:12+00:00,-73.999673,40.72853,-73.955272,40.690984,3,5.606799554,3,3,11,3,0,Thursday
5.3,2009-08-28 18:16:00+00:00,-73.988638,40.748508,-73.979937,40.760453,5,1.51701019,18,4,8,28,1,Friday
11.3,2011-06-30 21:28:35+00:00,-73.987108,40.739634,-73.947088,40.77263,2,4.982391912,21,3,6,30,0,Thursday
5.5,2014-07-15 11:01:00+00:00,-73.966855,40.793862,-73.966007,40.804747,3,1.212459762,11,1,7,15,0,Tuesday
11,2013-04-11 07:55:12+00:00,-73.966432,40.7732,-73.993548,40.738597,1,4.474503593,7,3,4,11,1,Thursday
10.5,2009-11-25 21:47:00+00:00,-73.869467,40.772215,-73.862765,40.777498,5,0.814602685,21,2,11,25,0,Wednesday
8.1,2011-06-19 19:50:18+00:00,-73.972646,40.755843,-73.987667,40.728734,1,3.26924105,19,6,6,19,1,Sunday
9.5,2013-06-01 18:48:00+00:00,-73.968168,40.75932,-73.97846,40.729585,2,3.418175038,18,5,6,1,1,Saturday
5.3,2009-07-23 21:19:00+00:00,-74.002323,40.724265,-74.004255,40.730265,1,0.686745801,21,3,7,23,0,Thursday
4.1,2010-05-02 11:54:00+00:00,-73.993732,40.745687,-73.985403,40.738492,3,1.064168288,11,6,5,2,0,Sunday
8.5,2009-05-16 09:25:20+00:00,-73.947415,40.818337,-73.936449,40.849468,1,3.582442398,9,5,5,16,1,Saturday
10,2013-08-06 19:50:23+00:00,-73.98108,40.76409,-74.005717,40.740173,1,3.373351025,19,1,8,6,1,Tuesday
7.7,2012-02-17 09:03:00+00:00,-74.0077,40.7249,-74.004855,40.749683,4,2.76614911,9,4,2,17,1,Friday
28.9,2012-09-04 12:50:02+00:00,-73.874463,40.774018,-74.007307,40.705345,1,13.54896279,12,1,9,4,0,Tuesday
10,2013-11-15 13:00:00+00:00,-73.96657,40.804832,-73.956163,40.784757,1,2.397995331,13,4,11,15,0,Friday
6,2013-08-30 15:49:04+00:00,-73.953745,40.77107,-73.960378,40.781432,1,1.280437525,15,4,8,30,0,Friday
8.9,2011-04-05 06:11:38+00:00,-73.972,40.75695,-73.953772,40.787696,1,3.747572627,6,1,4,5,0,Tuesday
4.5,2011-05-29 08:57:50+00:00,-73.966921,40.793837,-73.959941,40.798911,1,0.814591735,8,6,5,29,1,Sunday
7.5,2013-02-05 15:59:47+00:00,-73.999598,40.71192,-74.013505,40.709247,2,1.209279178,15,1,2,5,0,Tuesday
5,2015-02-08 02:44:00+00:00,-73.99499512,40.71858215,-73.99205017,40.7254982,1,0.808083361,2,6,2,8,0,Sunday
8.1,2010-09-22 10:46:00+00:00,-73.966598,40.767335,-73.954067,40.790165,2,2.749122031,10,2,9,22,0,Wednesday
12.5,2012-08-07 15:50:00+00:00,-73.962392,40.77911,-73.991117,40.7499,5,4.049939871,15,1,8,7,0,Tuesday
5.5,2014-01-14 09:25:00+00:00,-74.007572,40.732787,-74.007605,40.742937,2,1.12863193,9,1,1,14,1,Tuesday
13.3,2012-05-31 16:56:00+00:00,-73.962158,40.781542,-73.983342,40.749692,1,3.965542283,16,3,5,31,1,Thursday
10.9,2010-04-09 17:22:00+00:00,-73.968168,40.800192,-73.945125,40.818352,5,2.799759479,17,4,4,9,1,Friday
12,2014-02-02 13:22:00+00:00,-73.98924,40.76302,-74.000022,40.738135,3,2.912329416,13,6,2,2,0,Sunday
6.9,2011-05-11 08:10:59+00:00,-73.983572,40.743996,-73.969912,40.758427,1,1.974572537,8,2,5,11,1,Wednesday
12.1,2011-01-21 06:59:00+00:00,-73.976323,40.739705,-73.973187,40.782715,5,4.789781657,6,4,1,21,0,Friday
3.7,2010-10-01 13:20:29+00:00,-73.97033,40.764605,-73.976551,40.765904,1,0.543466893,13,4,10,1,0,Friday
19.3,2010-08-25 01:11:27+00:00,-73.986243,40.748385,-73.947433,40.826641,1,9.294891717,1,2,8,25,0,Wednesday
14.6,2009-02-15 03:15:42+00:00,-73.987681,40.719897,-73.950453,40.775567,3,6.939304005,3,6,2,15,0,Sunday
9.7,2011-11-19 19:35:47+00:00,-73.978145,40.786519,-73.978988,40.763277,4,2.585367181,19,5,11,19,1,Saturday
14,2014-09-11 07:38:00+00:00,-73.960252,40.770367,-73.983232,40.755237,1,2.564406748,7,3,9,11,1,Thursday
23,2014-07-26 02:41:30+00:00,-73.983618,40.752548,-73.965145,40.683106,1,7.876986727,2,5,7,26,0,Saturday
9.7,2010-07-06 21:43:00+00:00,-73.99409,40.751085,-73.960635,40.769967,2,3.513939009,21,1,7,6,0,Tuesday
13.3,2011-08-16 11:02:22+00:00,-73.958257,40.810765,-73.983645,40.76013,1,6.022433955,11,1,8,16,0,Tuesday
13.5,2012-10-07 12:04:18+00:00,-73.993679,40.741758,-73.970669,40.764269,1,3.165790464,12,6,10,7,0,Sunday
3.3,2011-02-15 15:31:27+00:00,-73.984948,40.736701,-73.985772,40.740022,1,0.375747466,15,1,2,15,0,Tuesday
5.3,2011-07-18 18:05:00+00:00,-73.987177,40.74239,-73.989168,40.734987,6,0.840093586,18,0,7,18,1,Monday
16.9,2009-05-21 22:09:08+00:00,-74.044142,40.730119,-74.044142,40.730119,2,0,22,3,5,21,0,Thursday
13.7,2009-12-16 21:28:00+00:00,-73.999507,40.728302,-73.962458,40.763392,2,4.996556502,21,2,12,16,0,Wednesday
8.5,2013-06-23 09:23:00+00:00,-73.971743,40.794712,-73.947965,40.783162,2,2.378387256,9,6,6,23,1,Sunday
7.3,2009-09-19 02:46:00+00:00,-73.985793,40.722988,-74.00432,40.722788,2,1.561460521,2,5,9,19,0,Saturday
26.5,2012-10-21 18:16:00+00:00,-73.78816,40.64147,-73.84197,40.716317,5,9.479246019,18,6,10,21,1,Sunday
57.33,2014-05-15 22:35:00+00:00,-73.776827,40.645802,-74.00417,40.744502,1,22.0863325,22,3,5,15,0,Thursday
6.5,2015-02-23 09:23:49+00:00,-73.99923706,40.73965836,-73.99269867,40.73080063,6,1.128532503,9,0,2,23,1,Monday
14,2015-02-27 06:45:01+00:00,-73.94831085,40.78261566,-73.97572327,40.74067688,5,5.203596458,6,4,2,27,0,Friday
3.7,2012-02-05 04:37:00+00:00,-74.010355,40.703678,-74.009192,40.712038,1,0.934744194,4,6,2,5,0,Sunday
6.9,2011-02-15 20:07:38+00:00,-74.006294,40.744556,-73.990204,40.746818,2,1.378606414,20,1,2,15,0,Tuesday
15.7,2010-04-11 21:34:31+00:00,-73.979985,40.780543,-73.951375,40.775196,2,2.481306819,21,6,4,11,0,Sunday
18,2012-09-27 18:18:00+00:00,-74.007655,40.705432,-73.980255,40.747927,1,5.259169571,18,3,9,27,1,Thursday
48.1,2009-05-17 02:45:11+00:00,-73.973956,40.747157,-73.827172,40.830701,2,15.45977369,2,6,5,17,0,Sunday
4.5,2011-01-01 18:02:57+00:00,-73.966351,40.762081,-73.955443,40.773466,2,1.564127545,18,5,1,1,1,Saturday
45,2012-08-21 18:48:50+00:00,-74.007447,40.708718,-73.782343,40.644172,1,20.29460498,18,1,8,21,1,Tuesday
20.5,2009-06-18 10:17:24+00:00,-74.011739,40.722104,-73.973259,40.761126,1,5.416365646,10,3,6,18,0,Thursday
18.9,2009-07-23 00:17:45+00:00,-73.999401,40.738353,-73.95313,40.67083,1,8.460878967,0,3,7,23,0,Thursday
36.33,2014-06-17 07:02:15+00:00,-73.871058,40.773974,-73.975942,40.752316,1,9.155805777,7,1,6,17,1,Tuesday
8.5,2013-10-30 08:53:01+00:00,-73.988421,40.7318,-73.987125,40.750702,1,2.104640626,8,2,10,30,1,Wednesday
4.9,2010-05-04 19:19:55+00:00,-73.95598,40.779048,-73.959643,40.771105,2,0.935531011,19,1,5,4,1,Tuesday
8.9,2012-05-09 13:42:04+00:00,-73.989446,40.743745,-74.005729,40.727453,1,2.272455476,13,2,5,9,0,Wednesday
14.5,2012-11-10 01:49:48+00:00,-74.007612,40.739338,-73.962422,40.708568,2,5.11943955,1,5,11,10,0,Saturday
11.5,2014-05-27 09:06:00+00:00,-73.984167,40.765197,-74.005397,40.751237,1,2.367913962,9,1,5,27,1,Tuesday
6.9,2010-02-21 00:39:04+00:00,-73.985043,40.754139,-73.98045,40.742461,1,1.354951109,0,6,2,21,0,Sunday
8.5,2013-10-12 10:56:29+00:00,-73.982049,40.762287,-73.990211,40.74037,2,2.532184336,10,5,10,12,0,Saturday
7.3,2012-04-27 11:43:11+00:00,-73.961339,40.77674,-73.95817,40.766845,1,1.132173616,11,4,4,27,0,Friday
4.5,2010-04-13 09:47:00+00:00,-73.955693,40.770282,-73.95517,40.779377,1,1.012276298,9,1,4,13,1,Tuesday
27,2013-08-16 01:03:00+00:00,-73.985917,40.740957,-73.913377,40.745925,1,6.136099141,1,4,8,16,0,Friday
4.9,2010-07-09 11:18:38+00:00,-73.966888,40.765843,-73.959311,40.771535,1,0.898746327,11,4,7,9,0,Friday
13.5,2012-11-19 11:44:00+00:00,-73.987425,40.770702,-73.961275,40.811765,6,5.068991321,11,0,11,19,0,Monday
7.7,2011-11-23 12:17:00+00:00,-74.003435,40.749922,-73.99209,40.735512,1,1.865726928,12,2,11,23,0,Wednesday
5.3,2012-03-31 20:29:00+00:00,-74.013225,40.717458,-74.006733,40.729848,2,1.482354287,20,5,3,31,0,Saturday
20,2015-06-30 23:31:06+00:00,-73.99996185,40.73313522,-73.96244812,40.77304077,4,5.447442,23,1,6,30,0,Tuesday
29.3,2010-10-23 01:02:00+00:00,-73.989043,40.777552,-73.988795,40.77771,1,0.027289713,1,5,10,23,0,Saturday
12.5,2011-05-08 19:18:00+00:00,-73.969133,40.758942,-74.000488,40.74772,1,2.921070054,19,6,5,8,1,Sunday
17.5,2013-08-12 17:40:56+00:00,-73.997341,40.724416,-73.980475,40.765112,3,4.743013253,17,0,8,12,1,Monday
5.7,2009-11-14 10:53:00+00:00,-73.979208,40.749983,-73.969618,40.765433,5,1.898378418,10,5,11,14,0,Saturday
8.5,2012-02-06 09:46:00+00:00,-73.993595,40.73329,-73.984982,40.753897,5,2.403537087,9,0,2,6,1,Monday
5,2012-12-20 00:18:17+00:00,-73.991914,40.738528,-74.004853,40.741956,1,1.154828777,0,3,12,20,0,Thursday
8.1,2011-01-02 02:42:39+00:00,-74.005087,40.723005,-74.008536,40.715177,3,0.917684067,2,6,1,2,0,Sunday
16.5,2013-06-20 10:41:22+00:00,-73.959492,40.78269,-73.996802,40.752679,1,4.583512553,10,3,6,20,0,Thursday
2.5,2013-07-26 23:39:32+00:00,-74.000152,40.730641,-73.983829,40.72782,1,1.410751716,23,4,7,26,0,Friday
10,2012-11-05 12:56:01+00:00,-73.961557,40.771658,-73.981985,40.779341,1,1.920607284,12,0,11,5,0,Monday
8.1,2011-01-05 10:17:00+00:00,-73.950007,40.772107,-73.96337,40.777022,1,1.250948029,10,2,1,5,0,Wednesday
4.5,2011-11-08 14:03:00+00:00,-73.970203,40.759413,-73.97593,40.753613,5,0.805373291,14,1,11,8,0,Tuesday
13.7,2011-04-01 21:00:06+00:00,-73.98328,40.767802,-73.997423,40.72206,1,5.223964421,21,4,4,1,0,Friday
6.5,2010-09-11 00:17:19+00:00,-73.96288,40.775273,-73.947515,40.799482,4,2.986598471,0,5,9,11,0,Saturday
15.5,2014-06-08 22:09:00+00:00,-73.987838,40.779477,-73.98931,40.729112,5,5.601704853,22,6,6,8,0,Sunday
11.5,2012-11-06 19:05:51+00:00,-73.962095,40.810752,-73.982382,40.777169,1,4.106245278,19,1,11,6,1,Tuesday
12.5,2014-05-08 01:23:00+00:00,-73.958795,40.777852,-73.989825,40.74015,1,4.940211182,1,3,5,8,0,Thursday
13.7,2009-03-29 17:21:27+00:00,-73.988784,40.763312,-73.92977,40.75643,1,5.029009719,17,6,3,29,1,Sunday
7.9,2009-02-05 20:00:26+00:00,-73.99445,40.750649,-73.978267,40.763783,2,1.997702633,20,3,2,5,0,Thursday
4.5,2009-03-10 06:38:00+00:00,-73.975353,40.758325,-73.969683,40.764782,1,0.862293838,6,1,3,10,0,Tuesday
40.33,2014-10-20 15:54:00+00:00,-73.87443,40.77411,-73.98264,40.77135,1,9.117376686,15,0,10,20,0,Monday
4.1,2009-06-06 21:42:10+00:00,-73.96723,40.763658,-73.975436,40.752757,1,1.395343951,21,5,6,6,0,Saturday
8.5,2014-12-29 23:32:00+00:00,-73.96632,40.77067,-73.97713,40.75394,3,2.071130036,23,0,12,29,0,Monday
10.5,2009-08-01 11:02:29+00:00,-73.989276,40.743136,-74.009384,40.710468,1,4.008277046,11,5,8,1,0,Saturday
10.5,2014-03-06 18:32:00+00:00,-73.98006,40.780645,-73.975887,40.760487,6,2.268847172,18,3,3,6,1,Thursday
56.8,2012-10-04 23:43:17+00:00,-73.788259,40.647435,-73.985678,40.738806,1,19.50018154,23,3,10,4,0,Thursday
38.83,2013-12-27 10:36:00+00:00,-73.978675,40.761612,-73.861782,40.768367,1,9.873152704,10,4,12,27,0,Friday
10.5,2013-02-14 22:56:00+00:00,-74.00279,40.734295,-74.00738,40.706712,5,3.091386341,22,3,2,14,0,Thursday
10.1,2010-06-07 08:28:02+00:00,-73.971319,40.797953,-73.963357,40.772032,1,2.959209631,8,0,6,7,1,Monday
6.5,2014-01-15 18:00:42+00:00,-74.007255,40.713035,-74.017943,40.706183,1,1.179864598,18,2,1,15,1,Wednesday
14.5,2009-12-01 11:21:00+00:00,-74.008573,40.732557,-73.971273,40.76023,5,4.397965789,11,1,12,1,0,Tuesday
4,2015-03-27 15:57:16+00:00,-73.97496033,40.74155426,-73.98124695,40.74637222,1,0.753328331,15,4,3,27,0,Friday
14.5,2010-01-23 03:19:03+00:00,-74.000563,40.729915,-73.967978,40.787127,1,6.928450869,3,5,1,23,0,Saturday
8.9,2012-06-02 23:51:27+00:00,-74.000598,40.732214,-73.991609,40.71881,1,1.671900256,23,5,6,2,0,Saturday
4.9,2010-11-02 18:43:00+00:00,-73.973017,40.751805,-73.978947,40.748767,5,0.603026931,18,1,11,2,1,Tuesday
5.3,2009-07-11 16:07:36+00:00,-73.956866,40.775154,-73.945061,40.790963,1,2.019414902,16,5,7,11,1,Saturday
7.5,2013-08-18 20:48:00+00:00,-73.986017,40.722237,-73.990055,40.732275,1,1.166887931,20,6,8,18,0,Sunday
9.7,2010-03-25 20:50:00+00:00,-73.992093,40.714993,-74.00464,40.734058,1,2.368978251,20,3,3,25,0,Thursday
12.1,2011-01-27 09:11:00+00:00,-73.931555,40.765418,-73.975557,40.763758,1,3.710394135,9,3,1,27,1,Thursday
11,2014-06-26 15:15:00+00:00,-74.00459,40.742095,-74.016862,40.715435,6,3.139641441,15,3,6,26,0,Thursday
10.5,2010-07-11 13:06:00+00:00,-73.997642,40.640797,-73.996315,40.654452,4,1.522488559,13,6,7,11,0,Sunday
6.5,2013-08-21 13:06:47+00:00,-73.993546,40.687384,-74.00141,40.675462,1,1.482270396,13,2,8,21,0,Wednesday
7,2013-01-19 12:43:00+00:00,-73.967073,40.763955,-73.981912,40.770387,5,1.439864087,12,5,1,19,0,Saturday
8.5,2013-05-22 23:31:34+00:00,-73.981753,40.771331,-73.972001,40.796487,2,2.915232965,23,2,5,22,0,Wednesday
5,2013-10-16 20:15:00+00:00,-73.99337,40.741392,-74.006088,40.74375,2,1.103065837,20,2,10,16,0,Wednesday
19,2014-08-02 03:24:00+00:00,-73.99657,40.75295,-73.959157,40.810967,1,7.179191685,3,5,8,2,0,Saturday
4.9,2012-04-21 11:52:31+00:00,-73.990472,40.75108,-73.99047,40.7444,1,0.742782129,11,5,4,21,0,Saturday
10.5,2013-04-03 07:43:28+00:00,-73.982477,40.771558,-73.984667,40.74828,1,2.594959334,7,2,4,3,1,Wednesday
27.83,2014-12-12 19:27:05+00:00,-73.874923,40.774125,-73.94919,40.785136,1,6.372004997,19,4,12,12,1,Friday
8.5,2012-02-14 17:29:00+00:00,-73.995927,40.746867,-73.974872,40.7522,3,1.870138306,17,1,2,14,1,Tuesday
21,2013-01-25 23:23:00+00:00,-73.9936,40.736052,-73.97558,40.686797,2,5.683605252,23,4,1,25,0,Friday
9.3,2009-10-23 20:21:00+00:00,-73.975193,40.752443,-74.002148,40.734875,1,2.995454371,20,4,10,23,0,Friday
10.9,2010-02-23 23:11:00+00:00,-74.002492,40.729065,-73.984858,40.768558,5,4.635859903,23,1,2,23,0,Tuesday
4.9,2010-02-21 19:06:20+00:00,-74.002343,40.733399,-73.998887,40.742185,1,1.019427628,19,6,2,21,1,Sunday
6.1,2010-03-26 08:38:00+00:00,-73.990727,40.755815,-73.978755,40.75012,5,1.190786809,8,4,3,26,1,Friday
8.5,2013-01-31 18:08:00+00:00,-73.974638,40.763995,-73.9903,40.755023,4,1.653907578,18,3,1,31,1,Thursday
4.5,2009-05-11 12:56:00+00:00,-73.981038,40.746607,-73.975107,40.74145,1,0.760579667,12,0,5,11,0,Monday
7.7,2011-06-02 22:33:00+00:00,-73.980595,40.7587,-74.003517,40.736262,1,3.154932591,22,3,6,2,0,Thursday
4.9,2011-04-16 17:10:15+00:00,-73.952489,40.778322,-73.944657,40.779454,2,0.671365809,17,5,4,16,1,Saturday
13.5,2012-12-03 12:33:09+00:00,-73.982164,40.77202,-73.95147,40.777881,1,2.665510941,12,0,12,3,0,Monday
5.7,2009-02-22 09:34:44+00:00,-73.979343,40.772197,-73.959488,40.777714,1,1.78089969,9,6,2,22,1,Sunday
7,2014-08-07 19:18:28+00:00,-73.958686,40.778416,-73.976322,40.785952,1,1.705018229,19,3,8,7,1,Thursday
17,2012-09-13 22:11:53+00:00,-73.990787,40.734635,-73.989315,40.682267,1,5.824377632,22,3,9,13,0,Thursday
19,2013-07-28 04:23:00+00:00,-73.98798,40.759497,-73.981585,40.693545,6,7.35330065,4,6,7,28,0,Sunday
17.3,2011-10-27 11:00:00+00:00,-73.972145,40.796735,-73.974293,40.751248,2,5.061156762,11,3,10,27,0,Thursday
4.1,2010-05-29 16:44:19+00:00,-73.988688,40.722541,-73.983164,40.730744,2,1.024044121,16,5,5,29,1,Saturday
4.5,2012-07-30 01:12:00+00:00,-73.987385,40.729437,-73.98439,40.737472,1,0.928405899,1,0,7,30,0,Monday
9.7,2011-04-17 16:49:17+00:00,-73.956048,40.818949,-73.977654,40.787157,1,3.97545335,16,6,4,17,1,Sunday
6.5,2013-07-11 11:15:48+00:00,-73.982428,40.752204,-73.999724,40.758912,1,1.636693691,11,3,7,11,0,Thursday
5.5,2012-10-05 13:14:27+00:00,-73.979446,40.786719,-73.980346,40.780488,1,0.696986919,13,4,10,5,0,Friday
9,2014-10-22 10:23:49+00:00,-74.006907,40.709127,-74.00703,40.716152,1,0.78121315,10,2,10,22,0,Wednesday
8.5,2012-06-28 17:30:51+00:00,-73.952948,40.772576,-73.980902,40.770017,1,2.371152813,17,3,6,28,1,Thursday
11.5,2014-02-23 11:24:00+00:00,-73.980332,40.751177,-73.980737,40.759317,5,0.905769328,11,6,2,23,0,Sunday
10.5,2011-07-20 17:32:10+00:00,-73.9607,40.7755,-73.984,40.7626,1,2.430565923,17,2,7,20,1,Wednesday
6.5,2015-02-10 19:42:29+00:00,-73.97984314,40.76581573,-73.9692688,40.76596832,1,0.890703492,19,1,2,10,1,Tuesday
10.5,2012-01-21 15:41:00+00:00,-73.97102,40.751107,-74.00107,40.736752,1,2.992771771,15,5,1,21,0,Saturday
30.1,2012-03-22 13:04:00+00:00,-73.9781,40.754147,-73.8724,40.774447,1,9.183702181,13,3,3,22,0,Thursday
7,2012-12-21 12:03:00+00:00,-73.983603,40.765545,-74.001303,40.755462,3,1.86532162,12,4,12,21,0,Friday
4.1,2009-11-23 07:19:46+00:00,-73.965395,40.756063,-73.97434,40.747003,1,1.258033542,7,0,11,23,1,Monday
8,2013-05-21 12:44:10+00:00,-73.991441,40.730164,-73.979512,40.723332,1,1.259993927,12,1,5,21,0,Tuesday
17.5,2014-06-08 15:48:33+00:00,-74.01207,40.710098,-73.97297,40.755865,1,6.062376025,15,6,6,8,0,Sunday
11.5,2014-09-21 11:59:00+00:00,-73.97944,40.735425,-73.994962,40.750102,2,2.091282772,11,6,9,21,0,Sunday
17.7,2010-11-11 13:20:51+00:00,-73.978955,40.781301,-73.998732,40.73945,4,4.942745579,13,3,11,11,0,Thursday
5.3,2009-02-04 08:32:24+00:00,-73.94971,40.772641,-73.958368,40.760741,1,1.510814807,8,2,2,4,1,Wednesday
5.7,2010-12-29 21:50:12+00:00,-73.981778,40.778544,-73.969658,40.797618,1,2.353616791,21,2,12,29,0,Wednesday
5,2013-01-12 19:59:00+00:00,-73.979325,40.744127,-73.970347,40.756402,1,1.560435885,19,5,1,12,1,Saturday
39.33,2014-03-13 16:12:00+00:00,-73.994067,40.745968,-73.868267,40.771018,1,10.95571376,16,3,3,13,1,Thursday
5.3,2011-06-14 14:48:00+00:00,-73.985165,40.768467,-73.981438,40.759847,1,1.008586687,14,1,6,14,0,Tuesday
7.3,2012-07-05 12:59:00+00:00,-73.974757,40.761602,-73.991172,40.753687,3,1.638952743,12,3,7,5,0,Thursday
9,2014-09-15 21:32:50+00:00,-73.976797,40.757616,-73.990254,40.737296,1,2.527916426,21,0,9,15,0,Monday
8,2014-11-08 01:52:00+00:00,-73.95385,40.77078,-73.98207,40.77428,6,2.408030921,1,5,11,8,0,Saturday
7.4,2009-03-12 20:52:53+00:00,-74.002277,40.729773,-73.984191,40.749832,1,2.701252357,20,3,3,12,0,Thursday
57.54,2015-05-18 20:53:58+00:00,-73.78998566,40.64352798,-73.95173645,40.77803421,1,20.2377395,20,0,5,18,0,Monday
6,2012-12-01 11:09:13+00:00,-73.95375,40.775172,-73.968265,40.762018,1,1.906185044,11,5,12,1,0,Saturday
7.5,2009-01-12 17:45:30+00:00,-73.955977,40.763783,-73.955123,40.779365,1,1.734131174,17,0,1,12,1,Monday
14.5,2009-11-28 21:32:18+00:00,-73.98888,40.73658,-73.973221,40.792511,1,6.3575295,21,5,11,28,0,Saturday
17.5,2013-12-10 21:42:00+00:00,-74.0005,40.72071,-73.95573,40.76396,1,6.111812782,21,1,12,10,0,Tuesday
8.5,2014-03-22 16:54:44+00:00,-73.959198,40.763448,-73.94497,40.790823,1,3.271238241,16,5,3,22,1,Saturday
18,2013-10-18 01:56:00+00:00,-73.991422,40.739925,-73.99759,40.678887,1,6.80699872,1,4,10,18,0,Friday
8,2013-01-19 22:42:08+00:00,-73.990962,40.734825,-73.986949,40.751045,1,1.834994667,22,5,1,19,0,Saturday
12.1,2009-05-26 18:59:41+00:00,-73.98771,40.754873,-73.973551,40.785354,1,3.592949836,18,1,5,26,1,Tuesday
6.1,2011-05-17 19:42:00+00:00,-73.97117,40.786037,-73.950385,40.777423,1,1.995013309,19,1,5,17,1,Tuesday
4.5,2009-03-01 10:45:47+00:00,-73.968057,40.759401,-73.960604,40.761798,1,0.681963572,10,6,3,1,0,Sunday
10.1,2010-06-30 02:08:43+00:00,-74.002528,40.748776,-73.991664,40.724662,1,2.833285158,2,2,6,30,0,Wednesday
13.7,2012-04-21 17:21:00+00:00,-73.993417,40.75237,-73.961615,40.78043,1,4.111966187,17,5,4,21,1,Saturday
16,2013-10-24 22:23:08+00:00,-73.998759,40.726277,-73.966431,40.675868,1,6.23260931,22,3,10,24,0,Thursday
7.4,2009-02-21 22:44:26+00:00,-73.985761,40.744098,-73.964085,40.756309,2,2.275438935,22,5,2,21,0,Saturday
7.3,2011-06-08 11:45:00+00:00,-73.978863,40.76273,-73.988773,40.74847,1,1.791930294,11,2,6,8,0,Wednesday
6,2015-03-24 21:38:09+00:00,-73.98636627,40.77879333,-73.97441864,40.78861237,1,1.484578703,21,1,3,24,0,Tuesday
36,2010-02-19 22:18:01+00:00,-73.985906,40.750892,-73.834501,40.759387,1,12.78790852,22,4,2,19,0,Friday
4.9,2011-05-22 09:36:00+00:00,-73.96391,40.76776,-73.952303,40.769588,1,0.998379378,9,6,5,22,1,Sunday
2.9,2009-01-02 13:52:32+00:00,-73.991589,40.757961,-73.994903,40.759486,1,0.32659778,13,4,1,2,0,Friday
7.7,2009-03-31 19:21:00+00:00,-73.955782,40.779328,-73.96042,40.757835,1,2.421618823,19,1,3,31,1,Tuesday
31.07,2010-02-17 14:03:34+00:00,-73.989809,40.732681,-73.815192,40.736524,1,14.71888655,14,2,2,17,0,Wednesday
5,2013-03-07 14:38:00+00:00,-73.971998,40.749327,-73.980157,40.738837,1,1.353892749,14,3,3,7,0,Thursday
10.5,2014-04-27 01:18:00+00:00,-73.999405,40.731197,-73.969263,40.749552,5,3.257978015,1,6,4,27,0,Sunday
6,2013-11-26 21:04:00+00:00,-73.988965,40.690917,-73.976505,40.683617,3,1.327640012,21,1,11,26,0,Tuesday
10.5,2015-01-08 17:09:58+00:00,-73.99659729,40.76329041,-73.99282837,40.73881149,2,2.740383284,17,3,1,8,1,Thursday
9.7,2011-05-15 17:02:16+00:00,-73.979546,40.753637,-74.00631,40.743962,2,2.498090273,17,6,5,15,1,Sunday
12.9,2012-04-07 02:05:25+00:00,-73.970673,40.783568,-73.997835,40.751393,1,4.246452677,2,5,4,7,0,Saturday
6.1,2012-01-13 17:43:22+00:00,-73.968523,40.763908,-73.956659,40.782736,1,2.319731337,17,4,1,13,1,Friday
8.5,2010-08-12 08:10:00+00:00,-73.9903,40.731647,-73.975593,40.761403,5,3.533070207,8,3,8,12,1,Thursday
13,2014-10-24 19:22:43+00:00,-74.006141,40.739869,-74.006808,40.708153,1,3.527106192,19,4,10,24,1,Friday
4.9,2011-03-20 00:34:00+00:00,-73.994725,40.725102,-73.986317,40.726622,2,0.728405189,0,6,3,20,0,Sunday
8.9,2011-06-11 16:47:02+00:00,-73.991867,40.750127,-73.977839,40.734068,1,2.141344177,16,5,6,11,1,Saturday
5.7,2011-01-11 09:51:00+00:00,-73.96635,40.764708,-73.978438,40.755095,1,1.47618794,9,1,1,11,1,Tuesday
9.3,2010-12-10 02:57:09+00:00,-73.983787,40.725805,-74.007426,40.705187,1,3.037339811,2,4,12,10,0,Friday
